2022-01-02 13:13:27.943 | INFO     | __main__:<module>:83 - | start training .... | current model feilong_conv_b2 |
2022-01-02 23:01:20.940 | INFO     | __main__:<module>:123 - | epoch : 8 | training done |
2022-01-02 23:01:33.976 | INFO     | __main__:<module>:250 - | epoch : 8 | CVC-300 : 0.9325396907631331 | CVC-ClinicDB : 0.927074415250849 | CVC-ColonDB : 0.8555773861473721 | ETIS-LaribPolypDB : 0.8485390108148876 | Kvasir : 0.9237925498376706 |
2022-01-02 23:01:33.976 | INFO     | __main__:<module>:258 - | epoch : 8 | val done |
2022-01-02 23:02:12.232 | INFO     | __main__:<module>:123 - | epoch : 9 | training done |
2022-01-02 23:02:25.220 | INFO     | __main__:<module>:250 - | epoch : 9 | CVC-300 : 0.9160519831474623 | CVC-ClinicDB : 0.93274086641392 | CVC-ColonDB : 0.8658462375486756 | ETIS-LaribPolypDB : 0.8413423394280996 | Kvasir : 0.9318027230906669 |
2022-01-02 23:02:25.220 | INFO     | __main__:<module>:258 - | epoch : 9 | val done |
2022-01-02 23:03:03.462 | INFO     | __main__:<module>:123 - | epoch : 10 | training done |
2022-01-02 23:03:16.667 | INFO     | __main__:<module>:250 - | epoch : 10 | CVC-300 : 0.9132574371299254 | CVC-ClinicDB : 0.9477490286291951 | CVC-ColonDB : 0.860502021617906 | ETIS-LaribPolypDB : 0.7979307777310237 | Kvasir : 0.9369521984557447 |
2022-01-02 23:03:16.667 | INFO     | __main__:<module>:258 - | epoch : 10 | val done |
2022-01-02 23:03:54.953 | INFO     | __main__:<module>:123 - | epoch : 11 | training done |
2022-01-02 23:04:07.964 | INFO     | __main__:<module>:250 - | epoch : 11 | CVC-300 : 0.925642092092377 | CVC-ClinicDB : 0.9490620979879006 | CVC-ColonDB : 0.8640542032199265 | ETIS-LaribPolypDB : 0.859554757503663 | Kvasir : 0.936975404107505 |
2022-01-02 23:04:07.964 | INFO     | __main__:<module>:254 - | epoch : 11 | CVC-300 : 0.925642092092377 | CVC-ClinicDB : 0.9490620979879006 | CVC-ColonDB : 0.8640542032199265 | ETIS-LaribPolypDB : 0.859554757503663 | Kvasir : 0.936975404107505 |
2022-01-02 23:04:07.964 | CRITICAL | __main__:<module>:255 - | epoch : 11 | best_val_dice_score : 0.9070577109822745 |
2022-01-02 23:04:46.559 | INFO     | __main__:<module>:123 - | epoch : 12 | training done |
2022-01-02 23:04:59.650 | INFO     | __main__:<module>:250 - | epoch : 12 | CVC-300 : 0.9351684659591664 | CVC-ClinicDB : 0.9477400819052896 | CVC-ColonDB : 0.8816754346029082 | ETIS-LaribPolypDB : 0.8695446561591339 | Kvasir : 0.941862398503475 |
2022-01-02 23:04:59.650 | INFO     | __main__:<module>:254 - | epoch : 12 | CVC-300 : 0.9351684659591664 | CVC-ClinicDB : 0.9477400819052896 | CVC-ColonDB : 0.8816754346029082 | ETIS-LaribPolypDB : 0.8695446561591339 | Kvasir : 0.941862398503475 |
2022-01-02 23:04:59.651 | CRITICAL | __main__:<module>:255 - | epoch : 12 | best_val_dice_score : 0.9151982074259946 |
2022-01-02 23:05:38.312 | INFO     | __main__:<module>:123 - | epoch : 13 | training done |
2022-01-02 23:05:51.221 | INFO     | __main__:<module>:250 - | epoch : 13 | CVC-300 : 0.9214862592523556 | CVC-ClinicDB : 0.9433695724339206 | CVC-ColonDB : 0.8759051419908473 | ETIS-LaribPolypDB : 0.8665659636209339 | Kvasir : 0.9442932903020635 |
2022-01-02 23:05:51.224 | INFO     | __main__:<module>:258 - | epoch : 13 | val done |
2022-01-02 23:06:29.441 | INFO     | __main__:<module>:123 - | epoch : 14 | training done |
2022-01-02 23:06:42.466 | INFO     | __main__:<module>:250 - | epoch : 14 | CVC-300 : 0.9267073536245354 | CVC-ClinicDB : 0.9480833551945739 | CVC-ColonDB : 0.875338192843893 | ETIS-LaribPolypDB : 0.8639916171275346 | Kvasir : 0.9317203198982043 |
2022-01-02 23:06:42.466 | INFO     | __main__:<module>:258 - | epoch : 14 | val done |
2022-01-02 23:07:20.638 | INFO     | __main__:<module>:123 - | epoch : 15 | training done |
2022-01-02 23:07:33.630 | INFO     | __main__:<module>:250 - | epoch : 15 | CVC-300 : 0.8973332070281526 | CVC-ClinicDB : 0.9242526909079138 | CVC-ColonDB : 0.8466871536956907 | ETIS-LaribPolypDB : 0.8222098916598083 | Kvasir : 0.9048295457468647 |
2022-01-02 23:07:33.630 | INFO     | __main__:<module>:258 - | epoch : 15 | val done |
2022-01-02 23:08:11.861 | INFO     | __main__:<module>:123 - | epoch : 16 | training done |
2022-01-02 23:08:24.945 | INFO     | __main__:<module>:250 - | epoch : 16 | CVC-300 : 0.9256289055079936 | CVC-ClinicDB : 0.9411571947912397 | CVC-ColonDB : 0.8780077280040081 | ETIS-LaribPolypDB : 0.8566738630458017 | Kvasir : 0.9303672781603409 |
2022-01-02 23:08:24.945 | INFO     | __main__:<module>:258 - | epoch : 16 | val done |
2022-01-02 23:09:03.232 | INFO     | __main__:<module>:123 - | epoch : 17 | training done |
2022-01-02 23:09:16.376 | INFO     | __main__:<module>:250 - | epoch : 17 | CVC-300 : 0.9072707151109095 | CVC-ClinicDB : 0.9569016148306735 | CVC-ColonDB : 0.8707793129913523 | ETIS-LaribPolypDB : 0.867456686047574 | Kvasir : 0.9180744226327275 |
2022-01-02 23:09:16.376 | INFO     | __main__:<module>:258 - | epoch : 17 | val done |
2022-01-02 23:09:54.576 | INFO     | __main__:<module>:123 - | epoch : 18 | training done |
2022-01-02 23:10:07.536 | INFO     | __main__:<module>:250 - | epoch : 18 | CVC-300 : 0.9159738742063758 | CVC-ClinicDB : 0.9266015519301117 | CVC-ColonDB : 0.8592380489655066 | ETIS-LaribPolypDB : 0.7937291700758494 | Kvasir : 0.9359565008542572 |
2022-01-02 23:10:07.536 | INFO     | __main__:<module>:258 - | epoch : 18 | val done |
2022-01-02 23:10:45.798 | INFO     | __main__:<module>:123 - | epoch : 19 | training done |
2022-01-02 23:10:58.885 | INFO     | __main__:<module>:250 - | epoch : 19 | CVC-300 : 0.9359831961905036 | CVC-ClinicDB : 0.9581026357173225 | CVC-ColonDB : 0.8787192973521164 | ETIS-LaribPolypDB : 0.8719025344734641 | Kvasir : 0.9330332576381473 |
2022-01-02 23:10:58.887 | INFO     | __main__:<module>:254 - | epoch : 19 | CVC-300 : 0.9359831961905036 | CVC-ClinicDB : 0.9581026357173225 | CVC-ColonDB : 0.8787192973521164 | ETIS-LaribPolypDB : 0.8719025344734641 | Kvasir : 0.9330332576381473 |
2022-01-02 23:10:58.888 | CRITICAL | __main__:<module>:255 - | epoch : 19 | best_val_dice_score : 0.9155481842743107 |
2022-01-02 23:11:37.599 | INFO     | __main__:<module>:123 - | epoch : 20 | training done |
2022-01-02 23:11:50.539 | INFO     | __main__:<module>:250 - | epoch : 20 | CVC-300 : 0.9159272739624156 | CVC-ClinicDB : 0.9637383811337532 | CVC-ColonDB : 0.8732797172737387 | ETIS-LaribPolypDB : 0.8648945420147683 | Kvasir : 0.9398647264557497 |
2022-01-02 23:11:50.539 | INFO     | __main__:<module>:258 - | epoch : 20 | val done |
2022-01-02 23:12:28.785 | INFO     | __main__:<module>:123 - | epoch : 21 | training done |
2022-01-02 23:12:41.858 | INFO     | __main__:<module>:250 - | epoch : 21 | CVC-300 : 0.9103032065188368 | CVC-ClinicDB : 0.9618340241323953 | CVC-ColonDB : 0.87740809808658 | ETIS-LaribPolypDB : 0.8930047430241802 | Kvasir : 0.9340714292742885 |
2022-01-02 23:12:41.859 | INFO     | __main__:<module>:258 - | epoch : 21 | val done |
2022-01-02 23:13:20.164 | INFO     | __main__:<module>:123 - | epoch : 22 | training done |
2022-01-02 23:13:33.150 | INFO     | __main__:<module>:250 - | epoch : 22 | CVC-300 : 0.9293148572565091 | CVC-ClinicDB : 0.9639588289206352 | CVC-ColonDB : 0.879320095278144 | ETIS-LaribPolypDB : 0.8715410263194567 | Kvasir : 0.9412337374579521 |
2022-01-02 23:13:33.150 | INFO     | __main__:<module>:254 - | epoch : 22 | CVC-300 : 0.9293148572565091 | CVC-ClinicDB : 0.9639588289206352 | CVC-ColonDB : 0.879320095278144 | ETIS-LaribPolypDB : 0.8715410263194567 | Kvasir : 0.9412337374579521 |
2022-01-02 23:13:33.150 | CRITICAL | __main__:<module>:255 - | epoch : 22 | best_val_dice_score : 0.9170737090465394 |
2022-01-02 23:14:11.890 | INFO     | __main__:<module>:123 - | epoch : 23 | training done |
2022-01-02 23:14:24.902 | INFO     | __main__:<module>:250 - | epoch : 23 | CVC-300 : 0.9191385028198714 | CVC-ClinicDB : 0.955608688954423 | CVC-ColonDB : 0.8845438349643265 | ETIS-LaribPolypDB : 0.8700731831691616 | Kvasir : 0.9385017658148469 |
2022-01-02 23:14:24.903 | INFO     | __main__:<module>:258 - | epoch : 23 | val done |
2022-01-02 23:15:03.140 | INFO     | __main__:<module>:123 - | epoch : 24 | training done |
2022-01-02 23:15:16.188 | INFO     | __main__:<module>:250 - | epoch : 24 | CVC-300 : 0.9207173816032386 | CVC-ClinicDB : 0.9504788965748472 | CVC-ColonDB : 0.864736212460886 | ETIS-LaribPolypDB : 0.8914876349711204 | Kvasir : 0.9380681242906882 |
2022-01-02 23:15:16.188 | INFO     | __main__:<module>:258 - | epoch : 24 | val done |
2022-01-02 23:15:54.450 | INFO     | __main__:<module>:123 - | epoch : 25 | training done |
2022-01-02 23:16:07.499 | INFO     | __main__:<module>:250 - | epoch : 25 | CVC-300 : 0.9319006243316221 | CVC-ClinicDB : 0.9530745110645863 | CVC-ColonDB : 0.8741965177496951 | ETIS-LaribPolypDB : 0.8713890162868627 | Kvasir : 0.940108512973058 |
2022-01-02 23:16:07.499 | INFO     | __main__:<module>:258 - | epoch : 25 | val done |
2022-01-02 23:16:45.762 | INFO     | __main__:<module>:123 - | epoch : 26 | training done |
2022-01-02 23:16:58.822 | INFO     | __main__:<module>:250 - | epoch : 26 | CVC-300 : 0.9321103408406879 | CVC-ClinicDB : 0.9529406328299825 | CVC-ColonDB : 0.8768015517724145 | ETIS-LaribPolypDB : 0.8751186142577666 | Kvasir : 0.9369009987489927 |
2022-01-02 23:16:58.822 | INFO     | __main__:<module>:258 - | epoch : 26 | val done |
2022-01-02 23:17:36.966 | INFO     | __main__:<module>:123 - | epoch : 27 | training done |
2022-01-02 23:17:50.124 | INFO     | __main__:<module>:250 - | epoch : 27 | CVC-300 : 0.9239166070747692 | CVC-ClinicDB : 0.9464270713090093 | CVC-ColonDB : 0.8756346265009766 | ETIS-LaribPolypDB : 0.8893289109734921 | Kvasir : 0.9391051120703792 |
2022-01-02 23:17:50.124 | INFO     | __main__:<module>:258 - | epoch : 27 | val done |
2022-01-02 23:18:28.379 | INFO     | __main__:<module>:123 - | epoch : 28 | training done |
2022-01-02 23:18:41.547 | INFO     | __main__:<module>:250 - | epoch : 28 | CVC-300 : 0.9290560776469079 | CVC-ClinicDB : 0.9639412660991344 | CVC-ColonDB : 0.8735019395493544 | ETIS-LaribPolypDB : 0.8853614061709382 | Kvasir : 0.9396028621099823 |
2022-01-02 23:18:41.548 | INFO     | __main__:<module>:254 - | epoch : 28 | CVC-300 : 0.9290560776469079 | CVC-ClinicDB : 0.9639412660991344 | CVC-ColonDB : 0.8735019395493544 | ETIS-LaribPolypDB : 0.8853614061709382 | Kvasir : 0.9396028621099823 |
2022-01-02 23:18:41.549 | CRITICAL | __main__:<module>:255 - | epoch : 28 | best_val_dice_score : 0.9182927103152634 |
2022-01-02 23:19:20.171 | INFO     | __main__:<module>:123 - | epoch : 29 | training done |
2022-01-02 23:19:33.134 | INFO     | __main__:<module>:250 - | epoch : 29 | CVC-300 : 0.9321947673685784 | CVC-ClinicDB : 0.9592481840800436 | CVC-ColonDB : 0.8698871612137186 | ETIS-LaribPolypDB : 0.8784555119178821 | Kvasir : 0.942079893740266 |
2022-01-02 23:19:33.135 | INFO     | __main__:<module>:258 - | epoch : 29 | val done |
2022-01-02 23:20:11.378 | INFO     | __main__:<module>:123 - | epoch : 30 | training done |
2022-01-02 23:20:24.445 | INFO     | __main__:<module>:250 - | epoch : 30 | CVC-300 : 0.8663742578445585 | CVC-ClinicDB : 0.916234060515312 | CVC-ColonDB : 0.8299058414362684 | ETIS-LaribPolypDB : 0.7538767629291424 | Kvasir : 0.9313943602789566 |
2022-01-02 23:20:24.445 | INFO     | __main__:<module>:258 - | epoch : 30 | val done |
2022-01-02 23:21:02.656 | INFO     | __main__:<module>:123 - | epoch : 31 | training done |
2022-01-02 23:21:15.718 | INFO     | __main__:<module>:250 - | epoch : 31 | CVC-300 : 0.911825994897904 | CVC-ClinicDB : 0.9286897126679354 | CVC-ColonDB : 0.8573640134436268 | ETIS-LaribPolypDB : 0.8166457312727735 | Kvasir : 0.9198689650423895 |
2022-01-02 23:21:15.719 | INFO     | __main__:<module>:258 - | epoch : 31 | val done |
2022-01-02 23:21:53.931 | INFO     | __main__:<module>:123 - | epoch : 32 | training done |
2022-01-02 23:22:07.035 | INFO     | __main__:<module>:250 - | epoch : 32 | CVC-300 : 0.8917359076010982 | CVC-ClinicDB : 0.9143094290979429 | CVC-ColonDB : 0.8369573745028247 | ETIS-LaribPolypDB : 0.7796077406638914 | Kvasir : 0.9287911686196592 |
2022-01-02 23:22:07.035 | INFO     | __main__:<module>:258 - | epoch : 32 | val done |
2022-01-02 23:22:45.207 | INFO     | __main__:<module>:123 - | epoch : 33 | training done |
2022-01-02 23:22:58.019 | INFO     | __main__:<module>:250 - | epoch : 33 | CVC-300 : 0.9163273706308361 | CVC-ClinicDB : 0.9521673010080365 | CVC-ColonDB : 0.8860356906167213 | ETIS-LaribPolypDB : 0.8474667880450011 | Kvasir : 0.9265062586327371 |
2022-01-02 23:22:58.019 | INFO     | __main__:<module>:258 - | epoch : 33 | val done |
2022-01-02 23:23:36.329 | INFO     | __main__:<module>:123 - | epoch : 34 | training done |
2022-01-02 23:23:49.559 | INFO     | __main__:<module>:250 - | epoch : 34 | CVC-300 : 0.9236219706529616 | CVC-ClinicDB : 0.9658561684743703 | CVC-ColonDB : 0.8878341230258894 | ETIS-LaribPolypDB : 0.8809087903485789 | Kvasir : 0.9197801085850276 |
2022-01-02 23:23:49.559 | INFO     | __main__:<module>:258 - | epoch : 34 | val done |
2022-01-02 23:24:27.793 | INFO     | __main__:<module>:123 - | epoch : 35 | training done |
2022-01-02 23:24:40.591 | INFO     | __main__:<module>:250 - | epoch : 35 | CVC-300 : 0.9236836537060189 | CVC-ClinicDB : 0.9610087478089548 | CVC-ColonDB : 0.8811874525655353 | ETIS-LaribPolypDB : 0.8710675587785636 | Kvasir : 0.9254884652022467 |
2022-01-02 23:24:40.592 | INFO     | __main__:<module>:258 - | epoch : 35 | val done |
2022-01-02 23:25:18.790 | INFO     | __main__:<module>:123 - | epoch : 36 | training done |
2022-01-02 23:25:31.747 | INFO     | __main__:<module>:250 - | epoch : 36 | CVC-300 : 0.9283109143698842 | CVC-ClinicDB : 0.9650495695549992 | CVC-ColonDB : 0.8768749370153053 | ETIS-LaribPolypDB : 0.8735647923938709 | Kvasir : 0.9309216898645474 |
2022-01-02 23:25:31.747 | INFO     | __main__:<module>:258 - | epoch : 36 | val done |
2022-01-02 23:26:10.046 | INFO     | __main__:<module>:123 - | epoch : 37 | training done |
2022-01-02 23:26:23.003 | INFO     | __main__:<module>:250 - | epoch : 37 | CVC-300 : 0.8018842533928712 | CVC-ClinicDB : 0.904710981305819 | CVC-ColonDB : 0.8069821725362442 | ETIS-LaribPolypDB : 0.7169656697785882 | Kvasir : 0.909557307668832 |
2022-01-02 23:26:23.003 | INFO     | __main__:<module>:258 - | epoch : 37 | val done |
2022-01-02 23:27:01.820 | INFO     | __main__:<module>:123 - | epoch : 38 | training done |
2022-01-02 23:27:14.923 | INFO     | __main__:<module>:250 - | epoch : 38 | CVC-300 : 0.9193207558686867 | CVC-ClinicDB : 0.9612440463118264 | CVC-ColonDB : 0.8756575534739875 | ETIS-LaribPolypDB : 0.8582795730715347 | Kvasir : 0.9278470241953636 |
2022-01-02 23:27:14.923 | INFO     | __main__:<module>:258 - | epoch : 38 | val done |
2022-01-02 23:27:53.166 | INFO     | __main__:<module>:123 - | epoch : 39 | training done |
2022-01-02 23:28:06.537 | INFO     | __main__:<module>:250 - | epoch : 39 | CVC-300 : 0.9255520516330042 | CVC-ClinicDB : 0.9506816151567089 | CVC-ColonDB : 0.8565890401012753 | ETIS-LaribPolypDB : 0.8600988160135381 | Kvasir : 0.8995754566313914 |
2022-01-02 23:28:06.537 | INFO     | __main__:<module>:258 - | epoch : 39 | val done |
2022-01-02 23:28:45.279 | INFO     | __main__:<module>:123 - | epoch : 40 | training done |
2022-01-02 23:28:58.374 | INFO     | __main__:<module>:250 - | epoch : 40 | CVC-300 : 0.9230817733480221 | CVC-ClinicDB : 0.9620563270801713 | CVC-ColonDB : 0.8795349762910579 | ETIS-LaribPolypDB : 0.8656490278317799 | Kvasir : 0.9322414007263606 |
2022-01-02 23:28:58.374 | INFO     | __main__:<module>:258 - | epoch : 40 | val done |
2022-01-02 23:29:36.618 | INFO     | __main__:<module>:123 - | epoch : 41 | training done |
2022-01-02 23:29:49.793 | INFO     | __main__:<module>:250 - | epoch : 41 | CVC-300 : 0.9173266882472844 | CVC-ClinicDB : 0.9582591324396241 | CVC-ColonDB : 0.8674757277227548 | ETIS-LaribPolypDB : 0.8712825899521307 | Kvasir : 0.936067958504498 |
2022-01-02 23:29:49.793 | INFO     | __main__:<module>:258 - | epoch : 41 | val done |
2022-01-02 23:30:28.677 | INFO     | __main__:<module>:123 - | epoch : 42 | training done |
2022-01-02 23:30:41.739 | INFO     | __main__:<module>:250 - | epoch : 42 | CVC-300 : 0.9085472513230048 | CVC-ClinicDB : 0.9682558243162837 | CVC-ColonDB : 0.8739340569974603 | ETIS-LaribPolypDB : 0.8540357014274674 | Kvasir : 0.9313823476216299 |
2022-01-02 23:30:41.740 | INFO     | __main__:<module>:258 - | epoch : 42 | val done |
2022-01-02 23:31:19.998 | INFO     | __main__:<module>:123 - | epoch : 43 | training done |
2022-01-02 23:31:33.096 | INFO     | __main__:<module>:250 - | epoch : 43 | CVC-300 : 0.933227999824439 | CVC-ClinicDB : 0.9537839154172556 | CVC-ColonDB : 0.8589054063083522 | ETIS-LaribPolypDB : 0.8786084497249942 | Kvasir : 0.9253003889045238 |
2022-01-02 23:31:33.096 | INFO     | __main__:<module>:258 - | epoch : 43 | val done |
2022-01-02 23:32:11.325 | INFO     | __main__:<module>:123 - | epoch : 44 | training done |
2022-01-02 23:32:24.343 | INFO     | __main__:<module>:250 - | epoch : 44 | CVC-300 : 0.9114910623278305 | CVC-ClinicDB : 0.9613981212796885 | CVC-ColonDB : 0.8716386681905576 | ETIS-LaribPolypDB : 0.8754653967656384 | Kvasir : 0.9324018111285478 |
2022-01-02 23:32:24.343 | INFO     | __main__:<module>:258 - | epoch : 44 | val done |
2022-01-02 23:33:03.702 | INFO     | __main__:<module>:123 - | epoch : 45 | training done |
2022-01-02 23:33:16.604 | INFO     | __main__:<module>:250 - | epoch : 45 | CVC-300 : 0.9009979113343781 | CVC-ClinicDB : 0.9602397947406022 | CVC-ColonDB : 0.8695906119320237 | ETIS-LaribPolypDB : 0.845668290561248 | Kvasir : 0.9382562673936381 |
2022-01-02 23:33:16.604 | INFO     | __main__:<module>:258 - | epoch : 45 | val done |
2022-01-02 23:33:54.912 | INFO     | __main__:<module>:123 - | epoch : 46 | training done |
2022-01-02 23:34:07.880 | INFO     | __main__:<module>:250 - | epoch : 46 | CVC-300 : 0.9212930043376268 | CVC-ClinicDB : 0.9530247654972042 | CVC-ColonDB : 0.8896096348064028 | ETIS-LaribPolypDB : 0.8854031123482418 | Kvasir : 0.9355853079431156 |
2022-01-02 23:34:07.880 | INFO     | __main__:<module>:258 - | epoch : 46 | val done |
2022-01-02 23:34:46.190 | INFO     | __main__:<module>:123 - | epoch : 47 | training done |
2022-01-02 23:34:59.429 | INFO     | __main__:<module>:250 - | epoch : 47 | CVC-300 : 0.9263938326917581 | CVC-ClinicDB : 0.9466754551862837 | CVC-ColonDB : 0.8780023957912162 | ETIS-LaribPolypDB : 0.8805139397437226 | Kvasir : 0.9348520980458416 |
2022-01-02 23:34:59.429 | INFO     | __main__:<module>:258 - | epoch : 47 | val done |
2022-01-02 23:35:37.769 | INFO     | __main__:<module>:123 - | epoch : 48 | training done |
2022-01-02 23:35:50.862 | INFO     | __main__:<module>:250 - | epoch : 48 | CVC-300 : 0.872864242460853 | CVC-ClinicDB : 0.9549062962132043 | CVC-ColonDB : 0.8768583065999639 | ETIS-LaribPolypDB : 0.8408738256452101 | Kvasir : 0.9333712197074692 |
2022-01-02 23:35:50.862 | INFO     | __main__:<module>:258 - | epoch : 48 | val done |
2022-01-02 23:36:29.123 | INFO     | __main__:<module>:123 - | epoch : 49 | training done |
2022-01-02 23:36:42.180 | INFO     | __main__:<module>:250 - | epoch : 49 | CVC-300 : 0.9186052267806744 | CVC-ClinicDB : 0.9643315877237799 | CVC-ColonDB : 0.8817896645355017 | ETIS-LaribPolypDB : 0.8595331186865337 | Kvasir : 0.9280012896270065 |
2022-01-02 23:36:42.180 | INFO     | __main__:<module>:258 - | epoch : 49 | val done |
2022-01-02 23:37:20.428 | INFO     | __main__:<module>:123 - | epoch : 50 | training done |
2022-01-02 23:37:33.621 | INFO     | __main__:<module>:250 - | epoch : 50 | CVC-300 : 0.9195094419124848 | CVC-ClinicDB : 0.9517657141581856 | CVC-ColonDB : 0.874387936924987 | ETIS-LaribPolypDB : 0.8637298835543793 | Kvasir : 0.9252192849797235 |
2022-01-02 23:37:33.622 | INFO     | __main__:<module>:258 - | epoch : 50 | val done |
2022-01-02 23:43:08.938 | INFO     | __main__:<module>:95 - | start training .... | current model srm_b2_skip |
2022-01-02 23:43:46.789 | INFO     | __main__:<module>:127 - | epoch : 0 | training done |
2022-01-02 23:43:59.905 | INFO     | __main__:<module>:254 - | epoch : 0 | CVC-300 : 0.8938474551180364 | CVC-ClinicDB : 0.8922752220735567 | CVC-ColonDB : 0.8059730570339884 | ETIS-LaribPolypDB : 0.7997115982926916 | Kvasir : 0.8882696261439252 |
2022-01-02 23:43:59.906 | INFO     | __main__:<module>:258 - | epoch : 0 | CVC-300 : 0.8938474551180364 | CVC-ClinicDB : 0.8922752220735567 | CVC-ColonDB : 0.8059730570339884 | ETIS-LaribPolypDB : 0.7997115982926916 | Kvasir : 0.8882696261439252 |
2022-01-02 23:43:59.906 | CRITICAL | __main__:<module>:259 - | epoch : 0 | best_val_dice_score : 0.8560153917324398 |
2022-01-02 23:44:38.702 | INFO     | __main__:<module>:127 - | epoch : 1 | training done |
2022-01-02 23:44:51.852 | INFO     | __main__:<module>:254 - | epoch : 1 | CVC-300 : 0.8988970004664135 | CVC-ClinicDB : 0.8890098267915832 | CVC-ColonDB : 0.8271497286334156 | ETIS-LaribPolypDB : 0.8583255345578441 | Kvasir : 0.8982067178292847 |
2022-01-02 23:44:51.852 | INFO     | __main__:<module>:258 - | epoch : 1 | CVC-300 : 0.8988970004664135 | CVC-ClinicDB : 0.8890098267915832 | CVC-ColonDB : 0.8271497286334156 | ETIS-LaribPolypDB : 0.8583255345578441 | Kvasir : 0.8982067178292847 |
2022-01-02 23:44:51.852 | CRITICAL | __main__:<module>:259 - | epoch : 1 | best_val_dice_score : 0.8743177616557082 |
2022-01-02 23:45:30.018 | INFO     | __main__:<module>:127 - | epoch : 2 | training done |
2022-01-02 23:45:43.785 | INFO     | __main__:<module>:254 - | epoch : 2 | CVC-300 : 0.9222996226078941 | CVC-ClinicDB : 0.8991174798548464 | CVC-ColonDB : 0.8465338516563966 | ETIS-LaribPolypDB : 0.8353853832761254 | Kvasir : 0.9302920410182226 |
2022-01-02 23:45:43.786 | INFO     | __main__:<module>:258 - | epoch : 2 | CVC-300 : 0.9222996226078941 | CVC-ClinicDB : 0.8991174798548464 | CVC-ColonDB : 0.8465338516563966 | ETIS-LaribPolypDB : 0.8353853832761254 | Kvasir : 0.9302920410182226 |
2022-01-02 23:45:43.786 | CRITICAL | __main__:<module>:259 - | epoch : 2 | best_val_dice_score : 0.886725675682697 |
2022-01-02 23:46:22.180 | INFO     | __main__:<module>:127 - | epoch : 3 | training done |
2022-01-02 23:46:35.383 | INFO     | __main__:<module>:254 - | epoch : 3 | CVC-300 : 0.901011077045996 | CVC-ClinicDB : 0.9288328451832399 | CVC-ColonDB : 0.8388138082438062 | ETIS-LaribPolypDB : 0.801526959278086 | Kvasir : 0.9336024972681075 |
2022-01-02 23:46:35.384 | INFO     | __main__:<module>:262 - | epoch : 3 | val done |
2022-01-02 23:47:12.647 | INFO     | __main__:<module>:127 - | epoch : 4 | training done |
2022-01-02 23:47:25.823 | INFO     | __main__:<module>:254 - | epoch : 4 | CVC-300 : 0.9121493481658727 | CVC-ClinicDB : 0.9432684655983431 | CVC-ColonDB : 0.8707137699857576 | ETIS-LaribPolypDB : 0.8359876343982268 | Kvasir : 0.9330260788060407 |
2022-01-02 23:47:25.823 | INFO     | __main__:<module>:258 - | epoch : 4 | CVC-300 : 0.9121493481658727 | CVC-ClinicDB : 0.9432684655983431 | CVC-ColonDB : 0.8707137699857576 | ETIS-LaribPolypDB : 0.8359876343982268 | Kvasir : 0.9330260788060407 |
2022-01-02 23:47:25.823 | CRITICAL | __main__:<module>:259 - | epoch : 4 | best_val_dice_score : 0.8990290593908481 |
2022-01-02 23:48:04.062 | INFO     | __main__:<module>:127 - | epoch : 5 | training done |
2022-01-02 23:48:17.312 | INFO     | __main__:<module>:254 - | epoch : 5 | CVC-300 : 0.9261838225751771 | CVC-ClinicDB : 0.9605987175594191 | CVC-ColonDB : 0.887476761576278 | ETIS-LaribPolypDB : 0.8625384942223232 | Kvasir : 0.9354086615804361 |
2022-01-02 23:48:17.312 | INFO     | __main__:<module>:258 - | epoch : 5 | CVC-300 : 0.9261838225751771 | CVC-ClinicDB : 0.9605987175594191 | CVC-ColonDB : 0.887476761576278 | ETIS-LaribPolypDB : 0.8625384942223232 | Kvasir : 0.9354086615804361 |
2022-01-02 23:48:17.312 | CRITICAL | __main__:<module>:259 - | epoch : 5 | best_val_dice_score : 0.9144412915027267 |
2022-01-02 23:48:55.739 | INFO     | __main__:<module>:127 - | epoch : 6 | training done |
2022-01-02 23:49:09.076 | INFO     | __main__:<module>:254 - | epoch : 6 | CVC-300 : 0.9024696950796316 | CVC-ClinicDB : 0.9412603364369316 | CVC-ColonDB : 0.8635404320407435 | ETIS-LaribPolypDB : 0.8324534996425291 | Kvasir : 0.9460912722338803 |
2022-01-02 23:49:09.077 | INFO     | __main__:<module>:262 - | epoch : 6 | val done |
2022-01-02 23:49:47.559 | INFO     | __main__:<module>:127 - | epoch : 7 | training done |
2022-01-02 23:50:01.075 | INFO     | __main__:<module>:254 - | epoch : 7 | CVC-300 : 0.9210983708611438 | CVC-ClinicDB : 0.9434262705158096 | CVC-ColonDB : 0.885437855297558 | ETIS-LaribPolypDB : 0.8682379544794537 | Kvasir : 0.9410869161150749 |
2022-01-02 23:50:01.076 | INFO     | __main__:<module>:262 - | epoch : 7 | val done |
2022-01-02 23:50:39.742 | INFO     | __main__:<module>:127 - | epoch : 8 | training done |
2022-01-02 23:50:53.022 | INFO     | __main__:<module>:254 - | epoch : 8 | CVC-300 : 0.9302934202660373 | CVC-ClinicDB : 0.9553696685212394 | CVC-ColonDB : 0.8859136043177464 | ETIS-LaribPolypDB : 0.8471872439533504 | Kvasir : 0.9433757950977265 |
2022-01-02 23:50:53.022 | INFO     | __main__:<module>:262 - | epoch : 8 | val done |
2022-01-02 23:51:30.271 | INFO     | __main__:<module>:127 - | epoch : 9 | training done |
